Designator,Mid X,Mid Y,Rotation,Layer
C1,82.296,-62.738,90.0,top
C2,70.104,-62.738,270.0,top
J1,69.3569,-71.159447,0.0,top
J2,58.335102,-71.2993,270.0,top
Q1,71.904,-77.9375,270.0,top
Q2,81.534,-77.8995,270.0,top
Q3,71.904,-72.3115,270.0,top
Q4,81.534,-72.3115,270.0,top
RN1,76.581,-77.946,0.0,top
RN2,76.581,-72.32,0.0,top
U1,76.186,-64.364,90.0,top
